"id","customer_id","month","name","age","ssn","occupation","annual_income","monthly_inhand_salary","num_bank_accounts","num_credit_card","interest_rate","num_of_loan","delay_from_due_date","num_of_delayed_payment","changed_credit_limit","num_credit_inquiries","credit_mix","outstanding_debt","credit_utilization_ratio","credit_history_age","payment_of_min_amount","total_emi_per_month","amount_invested_monthly","payment_behaviour","monthly_balance","target","year_month","proposal_end_date"
"0x6103",CUS_0x3e5a,February,"",27.0,"796-89-8278",Doctor,15155.81,1181.9841,7.0,5.0,33.0,3.0,19.0,11.0,8.3,7.0,"",1970.9,37.104534,170,Yes,22.820324,41.15528,Low_spent_Small_value_payments,344.2228,1,202402,""
"0x1f45f",CUS_0x716,February,"",44.0,"356-20-4069",Lawyer,18897.13,1345.7609,9.0,7.0,32.0,8.0,33.0,26.0,9.4,10.0,Bad,3351.81,27.37533,219,Yes,58.927345,70.619354,Low_spent_Small_value_payments,266.48038,0,202402,""
"0x18145",CUS_0x7d6c,August,Eileenc,24.0,"424-12-8828",Scientist,83231.64,7093.165,5.0,5.0,12.0,2.0,29.0,15.0,1.25,4.0,Standard,218.44,39.448696,336,No,72.63397,371.0553,High_spent_Small_value_payments,525.62726,0,202408,""
"0x1d623",CUS_0x960e,February,Jessicax,16.0,"087-18-7812",Engineer,9822.095,785.50793,10.0,8.0,19.0,5.0,35.0,15.0,20.11,7.0,"",2813.68,24.813414,38,Yes,22.507698,44.791935,Low_spent_Medium_value_payments,291.25116,1,202402,""
"0x6dd3",CUS_0x8ad,June,Ana Nicolacik,41.0,"107-44-6435",Scientist,37840.48,3435.3733,3.0,3.0,12.0,1.0,4.0,0.0,4.46,1.0,"",120.49,34.192463,206,No,27.677496,40.61902,High_spent_Large_value_payments,515.24084,0,202406,""
"0x11c84",CUS_0x2226,March,Euann,31.0,"428-65-5300",Engineer,35300.5,2972.7083,3.0,5.0,14.0,4.0,14.0,12.0,12.08,6.0,Standard,404.81,24.849907,167,Yes,106.10408,161.99002,Low_spent_Large_value_payments,299.17673,0,202403,""
"0x21982",CUS_0x2499,May,Kevinv,55.0,"672-40-8326",Mechanic,28276.72,2449.3933,5.2,4.0,10.0,4.0,23.0,9.0,10.51,4.0,Standard,123.73,33.381115,362,No,50.01787,164.0061,!@9#%8,290.91534,0,202405,""
"0x16b45",CUS_0xb662,April,"",18.0,"414-25-8356",Teacher,86200.8,7470.4,7.0,3.0,12.0,5.0,11.0,14.0,19.07,7.0,Standard,1441.59,29.583889,127,Yes,268.61212,317.4694,Low_spent_Medium_value_payments,191.30579,0,202404,""
"0x237c0",CUS_0x6d30,July,Paul Ingrassiab,28.0,"714-02-2788",Lawyer,78035.96,6211.9966,5.0,4.0,17.0,6.0,26.0,17.0,17.21,6.0,Standard,429.44,36.852436,235,Yes,365.10217,384.2085,High_spent_Small_value_payments,131.88898,0,202407,""
"0x1d9f3",CUS_0xb82,June,Ghianniw,20.0,"594-57-5012",Lawyer,9470.255,1077.1879,10.0,8.0,23.0,7.0,29.0,21.0,17.71,14.0,Bad,3109.05,26.866545,58,Yes,47.431637,94.33977,Low_spent_Small_value_payments,255.94739,1,202406,""
"0x9474",CUS_0x6d9f,July,Wanfeng Zhoud,26.0,"369-28-8057",Media_Manager,15658.16,3093.745,10.0,8.0,21.0,6.0,26.0,16.0,15.67,7.0,Standard,2538.06,31.981403,141,Yes,53.035904,63.178944,Low_spent_Medium_value_payments,273.66983,1,202407,""
"0x15fd8",CUS_0xa0d,July,Stevenw,42.0,#F%$D@*&8,Scientist,19205.484,1828.457,5.0,5.0,1.0,4.0,3.0,10.0,4.01,3.0,Good,372.06,31.234898,242,No,39.417088,169.40929,Low_spent_Large_value_payments,244.01933,0,202407,""
"0xd98b",CUS_0xc045,June,Sarahd,30.4,"281-30-1712",Media_Manager,30622.73,2366.3848,4.0,2.0,11.0,4.0,12.0,0.0,4.87,1.0,Good,383.33,39.249035,357,No,225.8448,157.30365,Low_spent_Medium_value_payments,306.75027,0,202406,""
"0x704b",CUS_0x4a11,February,"",,"955-34-2486",Architect,67825.23,3093.745,6.0,4.0,15.0,0.0,24.0,8.0,16.82,6.2,"",148.04,38.638844,207,Yes,0.0,40.310772,High_spent_Large_value_payments,781.5995,0,202402,""
"0x88e1",CUS_0x66df,August,Simon Meadsv,41.0,"584-61-3950",Lawyer,59977.98,3093.745,8.0,10.0,27.0,-100.0,38.0,20.0,19.17,10.0,Bad,3099.994,40.072453,93,Yes,251.93251,35.543987,High_spent_Large_value_payments,469.64,0,202408,""
"0x21cf8",CUS_0x2e10,March,Malonel,14.0,"002-26-1417",Lawyer,15301.19,1484.0991,8.0,6.0,30.0,3.0,8.0,16.0,9.26,14.0,Standard,2527.22,32.9534,99,Yes,30.488863,124.94342,!@9#%8,282.97763,1,202403,""
"0x19806",CUS_0xb2c0,January,Thomast,20.0,"023-65-3180",Scientist,111188.04,9318.67,8.0,5.0,6.0,4.0,20.0,18.0,8.99,4.0,"",440.78,37.79448,205,Yes,245.46454,228.30164,High_spent_Large_value_payments,698.1008,0,202401,""
"0x1ab2",CUS_0x7250,January,Doris Frankelj,37.0,"651-67-7536",Teacher,85328.73,6858.7275,3.0,4.0,11.0,1.0,11.0,17.0,1.83,1.0,Good,585.05,28.02456,379,No,68.45897,145.09079,!@9#%8,712.323,0,202401,""
"0xbd4f",CUS_0x301b,February,Rhys Jonesg,22.0,"171-02-3830",Accountant,70383.0,6119.25,9.0,5.0,26.0,7.0,45.0,23.0,26.82,12.0,Bad,3667.884,23.877106,158,Yes,254.79779,608.969,!@9#%8,38.1582,1,202402,""
"0xe0b3",CUS_0x847b,February,Martinneu,42.0,"115-16-8280",Manager,19331.53,1417.9608,6.0,7.0,27.0,2.0,44.0,17.0,8.47,8.0,Standard,1268.03,33.24029,96,Yes,21.28261,135.90361,Low_spent_Small_value_payments,274.60986,1,202402,""
"0x10590",CUS_0x1108,July,en Klaymano,25.0,#F%$D@*&8,Accountant,117499.47,9780.622,4.0,5.0,8.0,0.0,10.0,7.0,8.32,4.0,"",337.9,43.32201,367,No,0.0,538.1304,Low_spent_Medium_value_payments,719.9318,1,202407,""
"0x111bd",CUS_0xa082,April,"",33.0,"737-67-1879",Manager,36068.94,3093.745,8.0,5.0,13.0,4.0,30.0,17.0,17.99,7.0,Standard,2208.99,27.602343,227,Yes,89.067474,170.88908,Low_spent_Medium_value_payments,329.41794,0,202404,""
"0x166f3",CUS_0xc4e7,February,Sebastian Moffettu,44.0,"269-29-5635",Mechanic,53860.98,3093.745,4.0,7.0,15.0,0.0,17.0,10.0,10.82,6.0,"",1356.1,28.921177,188,Yes,0.0,76.85224,High_spent_Large_value_payments,589.1893,0,202402,""
"0xd6ff",CUS_0xbf2e,February,Guij,52.0,"555-91-9225",Mechanic,136597.12,3093.745,5.0,4.0,17.0,4.0,28.0,17.0,4.35,0.0,Standard,843.65,37.089005,358,Yes,252.10507,866.23096,Low_spent_Medium_value_payments,278.27335,0,202402,""
"0x1be8e",CUS_0xa4c3,January,"",19.0,"790-26-8070",Scientist,32179.72,2828.6433,8.0,10.0,34.0,3.4,14.0,17.0,15.3,12.0,Standard,2588.02,38.36671,125,Yes,87.66662,66.90523,High_spent_Large_value_payments,368.29248,0,202401,""
"0xe3fc",CUS_0x25cd,March,Adamw,27.0,"050-78-7339",Entrepreneur,67512.6,5804.05,7.0,6.0,31.0,3.0,28.0,11.0,13.48,11.0,Standard,2342.79,27.067223,119,Yes,88.993935,105.27485,High_spent_Large_value_payments,626.1362,0,202403,""
"0x45a6",CUS_0x8e38,May,Lucyx,40.4,"597-58-5834",Entrepreneur,74499.6,3093.745,6.0,5.0,7.0,4.0,7.0,17.0,8.04,8.0,Standard,235.27,28.575005,236,Yes,171.1457,215.51749,High_spent_Small_value_payments,464.36682,0,202405,""
"0x1aede",CUS_0x77fa,May,Gergely Szakacsc,33.0,"426-00-7283",Architect,16009.6,1532.1333,10.0,9.0,16.0,5.0,19.0,20.0,7.12,10.0,Bad,1839.872,30.072971,89,Yes,46.415993,133.73306,!@9#%8,263.06427,1,202405,""
"0x5085",CUS_0x3ba7,April,laise Robinsonl,33.0,"827-88-5387",Writer,100716.36,3093.745,8.0,4.0,17.0,0.0,10.0,5.0,5.69,6.0,Standard,605.24,25.51639,196,No,86.58394,578.2732,!@9#%8,543.02985,1,202404,""
"0xab06",CUS_0x94e8,January,Malonen,14.0,"961-22-4819",Doctor,64350.76,3093.745,10.0,5.0,18.0,9.0,31.0,19.0,23.21,7.0,Bad,4055.26,38.04406,135,Yes,249.63087,235.83862,Low_spent_Large_value_payments,344.98685,0,202401,""
"0x7b8d",CUS_0x9c2,April,Freifeldf,16.0,"434-76-9598",Writer,38721.76,3104.8132,10.0,6.0,23.0,2.0,34.0,22.0,8.26,11.0,Bad,2443.51,32.844837,217,Yes,41.164303,196.35611,High_spent_Small_value_payments,332.9609,1,202404,""
"0x4db8",CUS_0x8b8,July,Mackeye,39.0,"111-65-7825",Teacher,15707.85,1048.9875,4.0,4.0,13.0,1.0,16.0,8.0,7.59,10.0,Standard,1382.26,30.055157,97,Yes,10.81139,108.105316,Low_spent_Medium_value_payments,265.98206,0,202407,""
"0x128a1",CUS_0x7eb2,August,Ross Kerbera,28.0,"084-27-1386",Manager,155911.4,4026.2837,1.0,5.0,11.0,3.0,20.0,7.0,6.96,3.0,"",886.96,30.655075,387,No,370.44852,376.63046,High_spent_Medium_value_payments,827.58264,1,202408,""
"0x4d0d",CUS_0xf0c,April,"",36.0,"557-77-1930",Journalist,31911.34,2424.2783,1.0,4.0,4.0,-100.0,12.0,14.0,6.73,3.0,Good,737.96,24.287544,356,No,53.711044,194.33263,Low_spent_Small_value_payments,284.38416,0,202404,""
"0x697e",CUS_0xa547,January,Samb,40.0,"175-92-0346",Architect,85059.6,6851.3,4.0,3.0,17.0,5.0,5.0,15.0,13.62,8.0,Standard,353.75,36.539272,209,Yes,127.91077,122.28382,High_spent_Medium_value_payments,604.8531,0,202401,""
"0x1b57c",CUS_0x8430,July,Ellen Freilichr,34.0,"459-80-5416",Media_Manager,57744.68,4824.0566,4.0,6.0,9.0,4.0,8.0,12.0,3.29,6.0,Good,674.36,30.749393,280,No,189.75563,178.39014,High_spent_Medium_value_payments,364.2599,0,202407,""
"0xe38f",CUS_0x24e0,February,Jason Langew,39.0,"068-83-7239",Entrepreneur,46248.72,3884.06,8.0,7.0,14.0,7.0,25.0,8.0,18.43,6.0,Standard,214.72,33.1355,177,Yes,138.52335,369.70532,Low_spent_Small_value_payments,100.853806,0,202402,""
"0x1ed92",CUS_0x71fa,January,Lauren Tarat,25.0,"640-88-5940",Developer,66755.64,5556.97,6.0,9.0,21.0,2.0,40.0,17.0,10.7,10.0,Bad,1349.83,28.222874,219,Yes,73.239914,68.95003,High_spent_Medium_value_payments,663.5071,1,202401,""
"0x16a4c",CUS_0x297f,July,enh,25.0,"319-43-4786",Scientist,38612.19,3093.745,5.0,3.0,11.0,2.0,3.0,2.0,8.82,4.0,Good,595.38,37.907043,373,No,52.840946,276.7154,Low_spent_Small_value_payments,254.91191,1,202407,""
"0x20391",CUS_0x56bb,April,Sabaj,27.0,"055-66-2809",Teacher,18202.79,3093.745,4.0,4.0,5.0,1.0,6.0,11.0,9.7,3.0,Standard,911.09,36.50477,206,Yes,11.846005,40.86357,High_spent_Medium_value_payments,336.38034,0,202404,""
"0xfa75",CUS_0x9d7e,August,Huw Jonesf,48.0,"664-67-7834",Writer,106598.84,8639.236,8.0,7.0,13.0,-100.0,30.0,9.0,3.06,5.0,"",1454.48,33.87223,350,No,320.89294,89.264984,High_spent_Large_value_payments,693.76575,0,202408,""
"0xc553",CUS_0x1d3d,February,"",52.0,"810-38-7674",Doctor,60284.16,3093.745,,4.0,2.0,-100.0,1.0,4.0,4.4,4.0,Good,1306.74,31.766075,363,No,67.92957,316.90952,Low_spent_Medium_value_payments,410.5289,1,202402,""
"0xb5c8",CUS_0x96da,July,Baertleinf,26.0,"777-66-9324",Architect,15891.115,1145.594,,4.0,5.0,3.0,7.0,7.0,10.6,4.0,"",494.48,28.987898,292,No,26.49728,28.025234,High_spent_Large_value_payments,305.2931,0,202407,""
"0xa9c2",CUS_0x52f3,January,enb,52.0,"323-41-6755",Teacher,72304.38,6099.365,8.0,7.0,14.0,2.0,20.0,11.0,8.94,2.0,"",1295.99,36.219822,392,Yes,64.0692,127.462875,High_spent_Large_value_payments,658.4044,0,202401,""
"0x18af5",CUS_0x5195,April,Bradenl,37.0,"179-78-8980",Entrepreneur,16678.77,1101.8975,8.0,6.0,20.0,9.0,52.0,15.0,9.38,9.0,Bad,4312.53,24.910852,59,Yes,90.743454,37.36565,Low_spent_Small_value_payments,272.08066,1,202404,""
"0x12584",CUS_0xad53,March,Janv,36.0,"903-50-0305",Lawyer,64829.94,5571.495,5.0,6.0,19.0,2.0,26.0,9.0,4.71,5.0,Standard,169.28,35.89994,250,No,56.893,161.39638,High_spent_Medium_value_payments,588.8601,0,202403,""
"0x18c98",CUS_0x5135,March,Damouni Noelg,54.0,"017-34-5974",Scientist,31199.43,3093.745,3.0,5.0,8.0,4.0,13.0,10.0,9.4,4.0,"",1399.03,28.092133,324,No,55.571606,93.30544,High_spent_Medium_value_payments,381.2182,1,202403,""
"0xd135",CUS_0xb689,August,Crawleyp,19.0,"944-24-4212",Scientist,33806.55,2671.2124,4.0,6.0,8.0,0.0,13.0,23.0,5.0,0.0,"",208.25,37.885185,340,No,0.0,184.1409,Low_spent_Small_value_payments,372.98035,0,202408,""
"0x63c9",CUS_0xf79,April,Zeidlern,56.0,"798-34-6017",Media_Manager,176015.16,8411.726,2.0,6.0,12.0,0.0,8.0,6.0,9.15,3.0,Good,1471.36,22.476023,349,No,0.0,1903.0801,Low_spent_Small_value_payments,336.71918,0,202404,""
"0x21a6f",CUS_0xb173,February,Edwardu,42.0,"275-33-2317",Developer,18263.99,1722.9991,8.0,5.0,19.0,7.0,53.0,22.0,21.34,10.0,Bad,3232.0,34.564327,20,Yes,76.67338,106.00291,Low_spent_Medium_value_payments,269.62363,1,202402,""
"0x1916f",CUS_0x4601,June,Jochelleq,27.0,"777-38-8416",Media_Manager,50600.01,3923.6675,8.0,8.0,18.0,2.0,23.0,19.0,2.4,15.0,Bad,1691.6,38.89546,154,Yes,208.92354,515.1327,Low_spent_Small_value_payments,116.20839,1,202406,""
"0x82ac",CUS_0x4487,March,Sabae,29.0,"952-89-5647",Accountant,62848.88,5070.4067,7.0,7.0,8.0,5.0,16.0,19.0,17.34,4.0,Standard,2680.87,31.04155,79,Yes,243.7555,209.7035,Low_spent_Medium_value_payments,333.58167,0,202403,""
"0x1e081",CUS_0x165f,April,Robertw,37.0,"962-16-3321",Writer,28443.42,2314.285,7.0,4.0,9.0,2.0,23.0,14.0,7.23,4.0,"",1476.31,35.213997,286,No,39.80748,166.76555,Low_spent_Large_value_payments,294.85547,0,202404,""
"0xb9fa",CUS_0xb744,January,Emma Thomassonw,49.0,"778-78-5622",Engineer,130169.92,11110.493,8.0,6.0,17.0,1.0,27.0,13.0,9.62,0.0,Standard,354.32,35.07027,393,Yes,91.758125,312.5863,High_spent_Medium_value_payments,956.7049,0,202401,""
"0x7943",CUS_0x7f0a,June,Lynn Adlerg,25.0,"924-98-2206",Architect,9730.25,3093.745,6.0,9.0,17.0,6.0,26.0,16.0,2.18,16.0,Bad,2464.02,33.961494,86,Yes,27.543848,78.34326,Low_spent_Small_value_payments,281.6983,1,202406,""
"0x14cfb",CUS_0x8067,February,en Berkowitzw,18.0,"104-54-5798",Engineer,47868.74,3802.0618,5.0,5.0,696.0,2.0,11.0,8.0,8.92,7.8,Standard,727.67,29.542023,75,Yes,64.0562,267.9943,Low_spent_Large_value_payments,318.15567,0,202402,""
"0x1a589",CUS_0x9ea6,April,Arup Roychoudhuryz,25.0,"611-12-6793",Teacher,49650.36,3093.745,7.0,11.0,26.0,6.0,31.0,10.0,14.53,6.0,Standard,1826.54,32.42365,219,Yes,194.31244,161.69608,High_spent_Medium_value_payments,293.5445,1,202404,""
"0xb935",CUS_0x56d7,August,Peterg,44.0,"015-14-5182",Manager,40678.44,3631.87,8.0,4.0,19.0,1.0,16.0,18.0,12.93,7.0,Standard,1301.75,26.536932,160,Yes,32.866856,206.55467,Low_spent_Large_value_payments,393.76547,0,202408,""
"0x1c125",CUS_0x2b60,April,Rodrigo Camposp,24.0,"386-57-0586",Writer,60400.17,5010.3477,6.0,8.0,29.0,7.0,54.0,24.0,16.474,11.0,Bad,4058.77,26.947144,59,Yes,211.65584,626.85254,Low_spent_Small_value_payments,336.71918,0,202404,""
"0x24186",CUS_0x8110,January,Andreio,19.0,"967-93-3033",Manager,92942.4,7474.2,5.0,4.0,7.0,6.0,18.0,14.0,9.85,6.0,Standard,147.78,29.626247,208,Yes,346.1036,540.621,Low_spent_Medium_value_payments,140.69542,0,202401,""
"0x147a4",CUS_0x946e,March,"",31.0,"699-70-2473",Entrepreneur,48658.29,3932.8574,6.0,10.0,31.0,-100.0,55.0,18.0,24.36,8.0,Bad,4241.23,33.709167,123,Yes,153.46532,60.793167,High_spent_Medium_value_payments,429.02725,0,202403,""
"0x4eb2",CUS_0x8ecf,May,Abboudq,35.0,#F%$D@*&8,Journalist,70978.44,5993.87,6.0,4.0,21.0,5.0,29.0,17.0,19.58,8.0,Standard,1587.98,35.76363,171,Yes,262.83157,85.46622,High_spent_Large_value_payments,491.08923,1,202405,""
"0x6819",CUS_0x8559,April,Wahbaw,29.0,"606-11-9988",Scientist,95295.57,7943.2974,6.0,6.0,3.0,0.0,11.0,14.0,11.14,1.0,Good,406.93,33.010723,294,No,0.0,284.53915,High_spent_Medium_value_payments,759.7906,1,202404,""
"0x25e7",CUS_0xc365,February,Volcovicif,22.0,"070-70-9782",Doctor,69933.98,5561.8315,8.0,7.0,5.0,2.0,7.0,10.0,8.11,2.0,Standard,1446.37,28.926777,219,Yes,86.40116,71.40055,High_spent_Medium_value_payments,648.3815,0,202402,""
"0xc0f1",CUS_0x5764,August,Sublerm,22.0,"672-84-3682",Media_Manager,14469.88,1382.8234,10.0,10.0,29.0,9.0,42.0,27.0,5.35,15.0,Bad,3349.7,27.713573,102,Yes,61.642723,124.93111,Low_spent_Large_value_payments,221.7085,1,202408,""
"0x7836",CUS_0x818c,January,Timg,45.0,"482-76-6283",Mechanic,10105.995,552.16626,7.0,8.0,16.0,7.0,20.0,14.0,9.4,8.0,Bad,2056.61,31.904995,219,Yes,43.98007,19.556818,!@9#%8,281.67975,1,202401,""
"0x1f225",CUS_0x88f4,August,Daya,29.0,"454-81-6894",Mechanic,7905.96,683.83,8.0,8.0,16.0,7.0,36.0,15.0,9.36,11.0,"",2011.53,25.678984,104,Yes,33.32044,40.302372,Low_spent_Small_value_payments,284.7602,0,202408,""
"0x184a0",CUS_0x18e8,March,Sabrinaq,31.0,"961-57-1916",Lawyer,19633.03,1760.0858,6.0,8.0,28.0,7.0,30.0,21.0,20.72,10.0,Bad,3285.448,31.73609,63,Yes,74.76786,15.226733,High_spent_Large_value_payments,326.01398,0,202403,""
"0x4ecc",CUS_0xbe3b,July,"",33.0,"140-48-5616",Doctor,82623.0,7138.25,8.0,5.0,19.0,6.0,19.0,20.0,26.95,9.0,Bad,3596.948,27.285166,25,Yes,269.8536,89.39107,High_spent_Large_value_payments,594.5803,1,202407,""
"0xae8c",CUS_0x3ea3,March,Michelle Conlink,41.0,"717-18-8612",Teacher,59924.96,4816.7466,6.0,10.0,22.0,8.0,44.0,21.0,12.526,8.0,Bad,2927.06,25.41975,58,Yes,384.87125,90.934715,High_spent_Small_value_payments,265.8687,0,202403,""
"0xf03c",CUS_0x8506,July,erj,41.0,#F%$D@*&8,Manager,19078.99,3093.745,9.0,9.0,28.0,5.0,44.0,14.0,-0.25,11.0,"",1367.42,34.066387,146,Yes,44.881207,44.292854,Low_spent_Large_value_payments,367.61752,0,202407,""
"0x13260",CUS_0x235a,July,Guttermang,22.0,"830-22-8518",Architect,33911.02,2999.9182,3.0,5.0,14.0,1.0,12.0,6.0,7.71,6.0,Standard,459.16,37.182793,219,No,23.701338,85.08885,Low_spent_Large_value_payments,461.20163,0,202407,""
"0x287d",CUS_0x683,April,LaCaprad,37.0,"680-24-2269",Media_Manager,13603.41,863.6175,6.0,5.0,16.0,6.0,25.0,16.0,19.91,5.0,Standard,45.82,35.212315,236,Yes,53.76196,71.14563,Low_spent_Medium_value_payments,270.8745,0,202404,""
"0x19f6e",CUS_0x76a9,January,Humeyra Pamuko,16.0,#F%$D@*&8,Developer,61350.48,4998.54,6.0,9.0,28.0,7.0,27.0,21.0,17.48,11.0,Bad,3965.41,26.854643,74,Yes,322.52933,416.65604,Low_spent_Small_value_payments,50.668636,0,202401,""
"0x25431",CUS_0x1c26,April,Philipo,23.0,"955-54-1229",Entrepreneur,60668.72,3093.745,3.0,7.0,2.0,1.0,21.0,11.0,0.6,6.0,Good,922.32,27.487772,352,No,47.496758,407.2901,!@9#%8,346.2858,0,202404,""
"0x1a983",CUS_0xb4a1,February,Harry Papachristoun,46.0,"039-75-8071",Developer,14834.445,1082.2037,,7.0,2.0,2.0,10.0,1.0,6.51,3.0,Good,1442.35,30.742476,394,No,20.129446,127.126465,Low_spent_Small_value_payments,250.96446,1,202402,""
"0xacb8",CUS_0x7c7a,March,Eveline Danubratae,28.0,"556-99-5288",Developer,33136.35,2681.3625,,3.0,12.0,2.0,0.0,1.0,2.34,0.0,Good,4.64,23.378544,395,No,31.923634,260.0095,Low_spent_Small_value_payments,266.20312,0,202403,""
"0xee50",CUS_0x48f7,July,Jonesb,20.0,"989-32-0623",Lawyer,35699.53,2864.961,6.0,5.0,13.0,0.0,27.0,16.0,4.23,5.0,Standard,397.35,24.879421,370,Yes,0.0,84.96366,High_spent_Medium_value_payments,451.5324,0,202407,""
"0xb91b",CUS_0xc3f2,June,Jonathan Gouldx,19.0,"445-83-4362",Engineer,76909.76,3093.745,10.0,8.0,32.0,9.0,42.0,23.0,18.45,12.0,Bad,2689.586,35.937847,130,Yes,576.27924,436.91043,Low_spent_Large_value_payments,336.71918,1,202406,""
"0x15158",CUS_0x529b,March,Katem,31.0,"222-81-7309",Developer,43900.02,3548.335,8.0,8.0,30.0,4.0,15.0,16.0,10.4,11.0,"",2597.2,30.392422,187,Yes,111.51961,96.245255,!@9#%8,397.06863,0,202403,""
"0x20868",CUS_0xabd5,July,Shalal-Esai,45.0,"403-75-4569",Architect,54346.35,4463.8623,6.0,7.0,24.8,8.0,51.0,14.0,24.97,14.0,Bad,1485.082,24.978584,219,Yes,332.56366,97.73767,High_spent_Large_value_payments,256.0849,0,202407,""
"0x37b6",CUS_0x9ff4,January,Awado,46.0,"993-92-5401",Musician,11162.02,743.16833,8.0,7.0,17.0,4.0,26.0,14.0,5.61,2.0,Standard,1235.11,38.384262,285,No,30.499138,49.482586,Low_spent_Medium_value_payments,274.3351,0,202401,""
"0xec2e",CUS_0x82bd,January,Blenkinsopw,32.0,"199-83-0023",Scientist,171280.88,5498.5767,2.0,2.8,11.0,1.0,10.0,10.0,-1.0,3.0,Good,421.66,32.476257,191,No,115.328896,96.8425,High_spent_Large_value_payments,1443.5693,0,202401,""
"0x21b46",CUS_0x9902,January,Braden Reddallh,30.0,"568-59-0290",Manager,141474.2,6023.8584,3.0,3.0,18.0,0.0,9.0,11.0,15.62,5.0,Standard,364.38,39.722595,281,Yes,0.0,707.9628,High_spent_Small_value_payments,705.68884,0,202401,""
"0x609d",CUS_0x6ce,August,Julien Toyerx,46.0,"213-57-5319",Musician,96683.48,7984.892,7.0,7.0,11.0,4.0,18.0,15.0,0.77,1.0,Good,1084.27,36.75864,208,No,489.76837,292.35327,High_spent_Medium_value_payments,610.73846,0,202408,""
"0x18ffc",CUS_0x2747,July,Carrelx,31.0,"131-04-1216",Accountant,7991.33,736.94415,8.0,6.0,25.0,7.0,58.0,22.0,9.4,6.0,Bad,2870.09,34.63422,53,Yes,43.361294,16.338,High_spent_Medium_value_payments,263.99512,0,202407,""
"0x6794",CUS_0x120d,March,Martinx,26.0,"477-68-6707",Lawyer,18743.074,1330.923,2.0,7.0,4.0,4.0,11.0,12.0,9.46,0.0,Good,183.15,24.069967,268,No,57.801815,142.89925,Low_spent_Small_value_payments,222.39124,0,202403,""
"0xf11d",CUS_0x6c5f,April,Nick Careyn,25.0,"811-75-8093",Mechanic,44864.55,3840.7124,4.0,7.0,2.0,4.0,12.0,0.0,7.34,1.0,Good,441.24,38.141224,385,No,107.49008,130.79912,High_spent_Medium_value_payments,395.78204,1,202404,""
"0xa6c4",CUS_0xa1f1,March,"",23.0,"907-78-2343",Musician,25664.86,1904.7383,7.0,7.0,17.0,0.0,10.0,11.0,-0.1,2.0,"",3.74,24.368628,309,Yes,0.0,163.02551,Low_spent_Large_value_payments,297.44833,0,202403,""
"0x8293",CUS_0xc01a,February,Carolineg,55.0,"084-85-3392",Teacher,28517.53,3093.745,1.0,4.0,8.0,4.0,0.0,7.0,5.64,1.0,Good,263.92,27.13669,191,No,89.355576,76.44435,High_spent_Small_value_payments,308.14615,0,202402,""
"0x22a7d",CUS_0x4403,August,Dominic Lauc,40.0,"466-30-9517",Writer,132895.5,3093.745,1.0,2.0,1.0,2.0,4.0,5.0,11.64,1.0,Good,1327.87,32.155594,314,No,132.03246,192.31287,High_spent_Large_value_payments,1033.8171,0,202408,""
"0x20684",CUS_0x1443,March,Saeed Azharq,30.0,"557-52-9177",Lawyer,88120.12,7377.3433,5.0,6.0,15.0,4.0,1.0,15.0,7.48,2.0,Standard,534.85,30.098412,399,No,164.97878,173.39273,High_spent_Small_value_payments,659.3628,0,202403,""
"0x11297",CUS_0x1b59,June,Alinay,18.0,"491-45-7607",Media_Manager,15400.91,1206.4092,6.0,5.0,13.0,4.0,5.0,21.0,16.22,6.0,"",854.43,39.77842,219,Yes,37.176456,132.23111,Low_spent_Small_value_payments,241.23335,0,202406,""
"0xf74f",CUS_0xa384,June,Toonkelc,44.0,"389-02-2888",Doctor,33030.03,2604.5024,3.0,5.0,4.0,1.0,5.0,8.0,9.59,1.0,Good,1289.96,29.779692,219,No,22.901579,339.66187,Low_spent_Small_value_payments,187.8868,0,202406,""
"0x2297b",CUS_0x8234,February,Annh,44.0,"838-10-8480",Accountant,10690.96,973.9133,3.0,5.0,15.0,3.0,13.0,9.0,10.89,3.0,"",260.75,37.874165,387,No,24.454514,33.59989,High_spent_Small_value_payments,299.3369,0,202402,""
"0x164c0",CUS_0x87df,March,Vidyas,,"876-74-5642",Media_Manager,15349.54,1180.1283,9.0,7.0,22.0,9.0,39.0,21.6,27.08,14.0,Bad,2988.2,28.099363,143,Yes,108.46101,62.841953,Low_spent_Small_value_payments,236.70987,0,202403,""
"0x14268",CUS_0x1bac,July,Wolfo,29.0,"469-12-4672",Engineer,15926.285,1591.1904,4.0,4.0,11.0,2.0,14.0,19.0,19.54,5.0,Standard,1481.35,30.925978,219,Yes,14.817007,156.98839,Low_spent_Small_value_payments,277.31366,0,202407,""
"0x1927e",CUS_0x1ac9,January,Seetharamanx,29.0,"815-80-6961",Engineer,12860.845,966.73706,3.0,7.0,8.0,0.0,19.0,15.0,10.55,0.0,Standard,209.28,27.241879,334,No,0.0,33.958107,High_spent_Small_value_payments,322.7156,0,202401,""
"0x9e76",CUS_0xb882,January,Hlaf,33.0,#F%$D@*&8,Entrepreneur,55835.7,3093.745,9.0,5.0,24.0,8.0,21.0,20.0,8.444,12.0,Bad,2802.64,38.445854,219,Yes,269.2535,140.24576,Low_spent_Large_value_payments,322.29822,0,202401,""
